3.1,4
4.3,3
4.2,5
3.9,3
4.6,2
3.0,4
3.4,4
3.5,4
3.7,3
2.7,4
1.7,4
3.2,4
3.1,4
4.0,3
3.0,4
1.7,4
3.3,3
3.4,3
3.4,4
3.6,3
3.3,3
3.1,4
2.5,4
3.5,3
3.8,4
4.4,4
4.5,4
2.8,3
4.5,5
4.2,3
4.2,3
4.7,3
4.0,3
3.9,3
3.9,2
4.0,2
3.7,3
3.4,3
4.7,4
3.0,3
2.7,4
4.1,4
4.2,3
4.3,3
3.4,3
3.2,4
4.5,3
4.1,3
3.7,3
4.4,4
4.4,4
4.4,4
4.4,3
4.4,3
4.4,3
4.4,6






